Country,HS_Code,Risk_Score,Drop_Months
Cambodia,9,7.6,2020-01;2020-03;2020-04;2020-05;2021-05;2021-06;2021-07;2021-09;2021-11;2022-03;2022-05;2022-06;2022-08;2023-04;2023-12;2024-02;2024-03;2024-10;2025-01;2025-04;2025-05;2025-06;2025-08;2025-09;2025-10;2025-11;2025-12;2026-02
Cambodia,10,10.0,2020-02;2020-04;2020-05;2020-12;2022-03;2023-04;2023-12;2024-03;2024-11
Cambodia,11,9.9,2020-01;2020-02;2020-03;2020-04;2020-06;2020-07;2020-08;2020-12;2021-06;2021-09;2023-01;2024-05;2024-06;2024-09;2026-02;2026-03
Cambodia,17,9.0,2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2021-01;2021-06;2021-09;2021-12;2022-04;2022-05;2022-07;2022-08;2022-11;2023-01;2023-03;2023-04;2023-06;2023-09;2024-02;2024-05;2024-09;2025-03;2025-05;2025-10
Cambodia,26,10.0,2022-10;2024-01;2024-05;2024-06;2024-09;2024-10;2024-12;2025-02;2025-04;2025-08
Cambodia,27,8.8,2020-03;2020-04;2020-05;2020-07;2020-08;2020-09;2020-10;2020-11;2021-02;2021-03;2021-09;2021-11;2021-12;2022-01;2022-04;2022-06;2022-07;2022-08;2022-09;2023-03;2023-11;2023-12;2024-09;2024-10;2025-02;2025-04
Cambodia,39,4.6,2020-08;2021-04;2021-05;2022-01;2023-05;2025-01;2025-04;2025-09;2025-10;2025-12
Cambodia,44,9.8,2020-03;2020-12;2021-02;2021-07;2021-10;2021-11;2022-01;2022-05;2023-03;2023-04;2024-01;2024-02;2024-04;2024-06;2025-02;2025-03;2025-08;2025-10;2026-01
Cambodia,76,4.3,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2022-12;2025-04
Cambodia,84,4.0,2020-11;2021-12;2022-05
Cameroon,9,10.0,2020-03;2020-05;2020-06;2020-08;2021-04;2021-06;2021-07;2021-09;2021-12;2022-08;2022-12;2023-01;2023-03;2023-04;2023-08;2023-10;2024-07;2024-09;2025-05;2025-06;2025-07;2025-10;2025-11
Cameroon,27,10.0,2020-12;2021-05;2021-08;2021-10;2022-06;2022-07;2023-01;2024-09;2025-04;2025-05;2025-08;2025-10
Cameroon,39,9.4,2020-04;2020-05;2020-07;2020-10;2020-12;2021-01;2021-03;2021-08;2022-01;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-11;2022-12;2023-01;2023-02;2023-07;2023-09;2023-10;2024-03;2024-08;2024-12;2025-01;2025-04;2025-06;2025-07;2025-09
Cameroon,44,9.7,2020-03;2020-04;2020-05;2020-06;2020-08;2020-09;2020-10;2020-12;2021-01;2021-05;2021-07;2022-02;2022-04;2022-08;2022-09;2022-11;2023-01;2023-02;2023-04;2023-12;2024-03;2025-01;2025-02;2025-04;2025-05;2025-06;2025-08;2025-11
Cameroon,84,9.5,2020-01;2020-02;2020-05;2021-04;2021-05;2021-07;2021-08;2021-09;2021-11;2021-12;2022-01;2022-02;2022-03;2022-05;2022-09;2022-11;2023-01;2023-02;2023-03;2023-06;2023-07;2023-08;2023-10;2024-05;2024-07;2024-08;2025-01;2025-02;2025-04;2025-08;2025-09;2025-10
Canada,9,8.2,2020-02;2020-04;2020-07;2021-05;2022-01;2022-06;2022-10;2022-11;2022-12;2023-01;2023-04;2023-06;2023-08;2023-09;2024-02;2024-05;2024-07;2024-10;2024-11;2025-03;2025-04;2025-06;2025-12;2026-02;2026-03
Canada,10,5.7,2020-01;2020-03;2020-04;2021-04;2021-06;2021-07;2021-09;2021-12;2022-01;2022-04;2022-06;2022-08;2022-10;2023-02;2023-11;2023-12;2024-03;2024-05;2024-06;2024-09;2025-05;2025-11;2026-01
Canada,11,6.0,2020-03;2020-05;2020-06;2020-07;2020-08;2021-10;2022-01;2022-05;2022-06;2022-07;2022-08;2022-11;2022-12;2023-02;2024-06;2024-07;2024-11;2025-10;2025-11;2025-12;2026-01
Canada,17,4.3,2021-09;2021-12;2023-03;2023-10;2023-11;2024-06;2024-09;2025-01;2025-02;2025-11
Canada,26,4.2,2020-10;2021-07;2022-02;2022-10;2023-03;2023-11;2024-12;2025-08;2026-02
Canada,27,3.6,2020-01;2022-06;2023-02;2023-09;2024-05;2025-02;2025-10
Canada,31,4.5,2020-05;2020-09;2022-07;2023-04;2023-08;2024-05;2025-01;2025-12;2026-02
Canada,39,4.2,2020-07;2020-08;2021-06;2021-09;2021-10;2021-12;2022-01;2022-02;2022-04
Canada,44,4.9,2022-05;2022-07;2022-11;2023-02;2023-06;2023-08;2023-09;2024-01;2024-04;2024-11;2025-03;2025-05;2025-08;2026-02
Canada,72,4.0,2020-11;2021-05;2021-07;2022-10;2023-04;2023-06;2023-11;2024-07;2026-03
Canada,76,4.6,2020-01;2020-03;2020-04;2020-08;2021-07;2022-05;2022-06;2023-02;2023-03;2023-10;2024-01;2025-09
Canada,84,3.8,2020-04;2023-05;2023-11;2023-12;2024-01;2024-03;2025-02
Canada,93,9.3,2020-05;2020-10;2020-11;2021-06;2021-07;2021-11;2022-04;2022-05;2022-06;2022-12;2023-01;2023-02;2023-03;2023-07;2024-01;2024-06;2024-08;2024-10;2025-02;2025-03;2025-04;2025-07;2025-09;2025-10;2025-11
Cayman Islands,84,9.7,2020-01;2020-08;2021-03;2022-03;2023-10;2024-05;2024-06;2024-08;2024-11;2025-01;2025-12;2026-02;2026-03
Central African Republic,44,9.4,2020-03;2020-06;2020-08;2021-01;2021-05;2021-09;2022-03;2022-07;2022-08;2022-11;2022-12;2023-04;2023-05;2023-07;2023-10;2024-08;2024-12;2026-01
Chile,11,9.5,2020-01;2020-02;2020-03;2020-04;2020-06;2020-07;2020-09;2020-10;2020-12;2021-03;2021-05;2021-08;2021-09;2021-11;2022-04;2022-05;2022-09;2022-10;2023-01;2023-03;2023-05;2023-11;2025-03;2025-07
Chile,17,7.1,2020-07;2021-01;2021-02;2021-04;2022-11;2023-02;2023-03;2023-04;2023-06;2023-07;2024-07;2024-11;2024-12;2025-01;2025-03;2025-05;2025-09;2025-10;2026-02
Chile,26,6.4,2020-06;2020-10;2021-02;2021-03;2021-08;2021-09;2022-10;2023-01;2023-04;2023-12;2024-01;2024-03;2024-05;2024-08;2024-11;2025-02;2025-08;2025-09;2026-01
Chile,31,7.9,2021-01;2021-03;2021-06;2021-07;2022-02;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-11;2023-12;2024-02;2024-05;2024-10;2025-01;2025-06;2025-09
Chile,39,6.8,2020-01;2020-04;2020-05;2020-10;2020-11;2021-02;2021-03;2021-07;2021-08;2021-09;2021-10;2021-12;2022-01;2022-02;2022-04;2022-05;2022-09;2022-12;2023-01;2023-03;2023-06;2023-11;2024-04;2024-05;2024-07;2024-09;2024-10;2024-11;2025-12;2026-03
Chile,44,3.5,2020-02;2021-10;2022-01;2022-12;2023-02;2023-03
Chile,72,9.3,2020-01;2020-05;2020-07;2020-11;2021-08;2021-09;2022-03;2022-10;2022-12;2023-01;2023-02;2023-06;2023-07;2023-11;2024-07;2024-08;2024-09;2024-10;2025-04;2025-05;2025-06;2025-08;2026-02
Chile,76,4.8,2020-04;2020-07;2021-02;2021-06;2022-04;2022-10;2023-06;2024-02;2024-03;2025-06;2025-08;2025-10;2026-02
Chile,84,8.0,2020-02;2020-03;2020-05;2020-06;2020-10;2020-12;2021-01;2021-04;2021-07;2021-08;2021-11;2021-12;2022-02;2022-03;2022-06;2022-09;2022-10;2022-11;2023-01;2023-04;2023-07;2023-12;2024-03;2024-06;2025-01;2025-02;2025-05;2025-09;2026-03
China,9,3.6,2020-12;2021-05;2021-06;2021-07;2021-09;2022-10;2023-07;2026-01
China,10,6.2,2020-08;2021-06;2021-07;2022-01;2022-04;2022-05;2023-01;2023-03;2023-06;2023-07;2023-09;2024-08;2024-12;2025-04;2025-09;2025-10;2025-11;2026-03
China,11,4.1,2020-03;2020-04;2020-05;2020-07;2020-09;2020-10;2023-06;2023-08;2023-09;2023-10;2026-03
China,17,2.8,2025-10;2025-11
China,26,6.2,2020-01;2020-02;2020-11;2021-03;2021-10;2021-12;2022-06;2023-12;2024-02;2024-05;2024-06;2024-07;2024-08;2024-10;2024-11;2024-12;2025-01;2025-03;2025-04;2025-05;2025-09
China,27,4.8,2020-02;2020-05;2020-06;2020-12;2021-03;2021-08;2021-09;2021-10;2021-11;2021-12;2022-03;2023-01;2023-05;2023-06;2025-01;2025-12
China,31,4.5,2021-11;2021-12;2022-04;2022-05;2024-03;2024-08;2024-10;2024-11
China,39,1.3,
China,44,2.4,
China,72,3.0,2020-08
China,76,2.6,
China,84,1.8,
China,93,4.4,2020-01;2020-02;2020-05;2021-07;2021-08;2023-06;2024-03;2024-05;2024-08;2024-09;2025-04
Colombia,9,2.8,2021-07
Colombia,17,7.2,2020-05;2020-06;2020-08;2021-03;2021-04;2021-07;2021-09;2022-06;2022-07;2022-09;2022-12;2023-01;2023-03;2023-04;2023-08;2023-10;2024-02;2024-03;2024-05;2024-06;2024-08;2024-11;2024-12;2025-04;2025-08;2026-02
Colombia,26,8.5,2020-02;2021-01;2023-10;2024-01;2024-03;2024-04;2024-08;2024-11;2025-02;2025-06;2025-12
Colombia,27,6.3,2020-01;2020-03;2020-11;2021-01;2021-02;2021-04;2021-06;2021-07;2021-12;2022-04;2022-05;2022-06;2022-07;2022-11;2023-02;2024-12;2025-03;2025-04;2025-05;2025-07;2025-08;2025-09;2026-02
Colombia,39,8.8,2020-03;2020-04;2020-05;2020-06;2020-08;2021-01;2021-02;2021-04;2021-06;2021-07;2021-09;2021-10;2021-11;2022-05;2022-07;2022-08;2022-10;2022-12;2023-01;2023-02;2023-11;2024-04;2024-05;2024-06;2024-08;2024-12;2025-01;2025-02;2025-03;2025-04;2025-09;2025-10
Colombia,44,9.6,2020-05;2021-07;2021-08;2021-09;2021-10;2022-01;2022-03;2022-04;2022-06;2022-12;2023-03;2023-04;2023-05;2023-06;2023-08;2023-11;2024-02;2024-08;2025-04;2025-07;2025-09;2025-12;2026-03
Colombia,72,6.0,2020-01;2020-05;2020-07;2020-08;2020-09;2021-03;2021-04;2021-09;2022-08;2022-10;2022-12;2023-01;2023-02;2023-04;2024-07;2024-09;2025-01;2025-03;2025-04;2025-05;2025-06;2026-01;2026-02;2026-03
Colombia,76,6.1,2020-03;2020-05;2020-07;2020-10;2020-11;2020-12;2022-09;2022-10;2022-11;2022-12;2023-04;2023-05;2023-06;2023-12;2024-01;2024-02;2024-03;2024-10;2024-11;2025-04;2025-06;2025-07;2025-08;2025-09;2025-10;2025-12;2026-01
Colombia,84,7.0,2020-05;2020-06;2020-07;2020-08;2020-09;2021-04;2021-12;2022-02;2022-03;2022-12;2023-07;2023-08;2023-10;2023-12;2024-03;2024-04;2024-05;2024-09;2025-01;2025-02;2025-07;2025-08;2026-02
Congo,26,9.6,2020-01;2020-04;2020-10;2021-09;2022-01;2022-02;2022-04;2022-05;2022-06;2022-09;2022-11
Congo,44,8.1,2020-01;2020-05;2020-07;2020-09;2020-10;2020-12;2021-01;2021-02;2021-03;2021-06;2021-08;2021-11;2022-04;2022-09;2023-02;2023-10;2024-01;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-11;2024-12;2025-01;2025-04;2025-05;2025-08;2025-09;2025-10;2026-02;2026-03
Congo,76,10.0,2020-10;2020-11;2021-09;2025-01;2026-03
Congo  The Democratic Republic Of The,9,8.9,2020-02;2022-01;2022-06;2023-07;2023-08;2023-09;2023-10;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-12;2025-10;2026-02
Congo  The Democratic Republic Of The,26,10.0,2020-01;2020-03;2020-04;2020-05;2021-02;2021-07;2022-08;2023-07;2023-11;2023-12;2024-03;2025-01;2025-06
Congo  The Democratic Republic Of The,44,9.0,2020-01;2020-03;2020-05;2020-06;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-06;2021-07;2021-08;2022-03;2022-04;2022-10;2022-12;2023-01;2023-07;2023-09;2024-05;2024-08;2025-06
Costa Rica,9,4.8,2020-02;2020-04;2021-01;2021-03;2022-06;2022-11;2023-03;2023-08;2023-09;2024-02;2024-09;2025-01;2025-07;2025-11;2026-01
Costa Rica,17,9.2,2020-02;2021-05;2021-07;2021-08;2021-12;2022-04;2022-06;2023-03;2023-05;2024-02;2024-06;2025-03;2025-04;2026-02
Costa Rica,27,7.4,2020-01;2020-02;2020-03;2020-04;2020-05;2022-03;2022-04;2022-07;2022-08
Costa Rica,39,5.3,2020-01;2020-05;2021-10;2022-11;2023-03;2023-05;2023-09;2024-01;2024-02;2024-04;2024-06;2024-08;2024-10;2024-11;2024-12;2025-01;2025-05;2025-08;2025-09;2025-11
Costa Rica,72,7.7,2020-03;2020-04;2020-05;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-06;2022-10;2022-11;2023-01;2023-04;2023-06;2023-09;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03
Costa Rica,76,4.6,2020-04;2020-08;2020-12;2021-05;2022-06;2023-09;2025-05;2025-07;2025-09;2025-10;2025-12;2026-01
Costa Rica,84,7.3,2020-01;2020-02;2020-04;2020-06;2020-09;2020-10;2021-07;2021-11;2021-12;2022-02;2022-05;2022-06;2022-10;2023-01;2023-04;2023-05;2023-06;2023-07;2023-08;2023-12;2024-02;2024-03;2024-05;2024-09;2024-10;2025-10;2025-12
Cote d'Ivoire,76,8.3,2020-03;2020-06;2021-07;2021-12;2022-04;2022-05;2022-09;2024-01;2024-03;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-04
Cote d'Ivoire,84,10.0,2020-09;2020-10;2020-11;2021-04;2021-06;2022-01;2022-02;2022-05;2022-08;2022-09;2023-08;2023-10;2023-12;2024-02;2024-06
Croatia,9,10.0,2023-04;2023-06;2023-11;2024-02;2024-05;2024-09;2024-11;2024-12;2025-02;2026-01
Croatia,17,9.6,2020-10;2021-02;2021-03;2021-06;2021-09;2021-11;2022-01;2022-04;2022-08;2022-12;2023-05;2024-08;2025-04;2026-01
Croatia,26,8.4,2023-03;2023-04;2023-05;2023-07;2023-08;2023-09;2023-10;2024-02;2024-06;2024-08;2024-10;2024-11;2024-12;2025-01;2025-02;2025-12
Croatia,39,7.9,2020-01;2020-04;2020-05;2020-08;2022-09;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-10;2024-11;2025-06;2025-08;2025-10;2025-12;2026-03
Croatia,44,8.4,2020-06;2020-10;2021-02;2021-04;2021-05;2022-02;2022-06;2022-07;2022-09;2022-10;2022-11;2022-12;2023-01;2023-03;2023-04;2023-07;2023-08;2023-09;2023-10;2023-11;2024-01;2024-02;2024-03;2024-04;2024-05;2024-12;2025-03;2026-01
Croatia,76,7.2,2020-08;2021-11;2021-12;2022-01;2022-02;2022-03;2022-06;2022-07;2022-08;2022-10;2022-11;2022-12;2023-05;2023-07;2023-08;2023-09;2023-10;2024-01;2024-03;2024-06;2025-02;2025-09;2025-11;2026-01
Croatia,84,6.3,2020-03;2020-05;2020-06;2020-07;2020-09;2020-11;2021-01;2021-02;2021-08;2021-10;2022-07;2022-10;2022-11;2022-12;2023-03;2023-05;2024-05;2024-07;2025-01;2025-04;2025-06;2025-10;2026-02
Cuba,9,10.0,2020-05;2021-07;2021-08;2021-12;2022-06;2023-04;2023-05;2023-11;2024-03;2024-06;2024-12
Cuba,76,8.9,2020-02;2020-04;2020-05;2020-08;2021-07;2022-04;2022-05;2022-06;2023-02;2025-01;2025-04;2025-06;2025-08
Cyprus,27,9.7,2020-04;2021-01;2021-02;2021-03;2021-07;2021-08;2021-09;2022-03;2022-04;2022-06;2023-01;2023-03;2023-08;2023-09;2023-10
Cyprus,39,9.0,2020-04;2020-07;2020-09;2020-10;2021-01;2021-02;2021-06;2021-07;2022-03;2022-07;2022-09;2022-11;2022-12;2023-02;2023-06;2023-08;2024-01;2024-03;2024-05;2024-09;2025-02;2025-04;2025-11;2026-01
Cyprus,76,9.5,2020-01;2020-07;2020-11;2021-05;2021-12;2022-03;2022-06;2022-08;2022-09;2022-10;2023-01;2023-08;2023-12;2024-04;2025-05;2025-10
Cyprus,84,7.9,2020-03;2020-06;2020-07;2020-08;2020-09;2020-12;2021-01;2021-04;2021-05;2021-08;2021-10;2021-11;2022-02;2022-06;2022-07;2022-09;2022-11;2023-03;2023-04;2023-08;2023-09;2023-12;2024-01;2024-03;2024-06;2024-08;2024-10;2025-02;2025-04;2025-07;2025-08;2025-10;2026-01;2026-03
Czech Republic,9,7.8,2020-01;2020-06;2021-02;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-12;2023-01;2023-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03
Czech Republic,10,9.6,2020-11;2025-01;2025-02;2025-03;2025-04;2025-07;2025-08;2025-09;2025-11;2025-12;2026-03
Czech Republic,11,10.0,2020-07;2020-08;2020-10;2020-11;2021-03;2021-06;2021-12;2022-02;2023-09;2024-01;2024-02;2024-03;2024-06;2024-07;2025-11
Czech Republic,17,7.3,2020-06;2021-01;2021-02;2021-03;2021-04;2021-05;2021-08;2021-09;2021-10;2021-11;2021-12;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2025-09;2025-10;2025-11;2025-12;2026-02
Czech Republic,27,9.4,2020-04;2020-10;2020-12;2021-03;2021-08;2021-09;2021-10;2021-11;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2023-08;2023-10;2024-02;2024-03;2024-06;2024-10;2024-11;2024-12;2025-04;2025-05;2025-07;2025-09
Czech Republic,31,6.2,2021-03;2021-09;2022-10;2023-06;2023-07;2023-08;2023-11;2024-02;2024-03;2024-05;2024-07;2024-10;2024-11;2024-12;2025-01;2025-10;2025-12
Czech Republic,39,3.8,2023-01;2024-07;2025-05;2025-06;2025-10
Czech Republic,44,5.6,2021-04;2021-11;2021-12;2022-02;2022-03;2022-05;2022-07;2022-09;2023-11;2023-12;2024-01;2024-03;2025-01;2025-03;2025-04;2025-06;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02
Czech Republic,72,6.4,2020-09;2020-11;2020-12;2021-01;2022-06;2022-12;2023-01;2023-03;2023-04;2023-07;2023-08;2023-09;2023-10;2024-04;2024-05;2024-09;2024-11;2025-01;2025-02;2025-06;2025-10;2026-02
Czech Republic,76,7.4,2020-07;2020-08;2020-10;2020-11;2020-12;2021-01;2021-04;2021-06;2021-11;2022-03;2022-07;2022-09;2022-10;2022-12;2023-01;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2025-05;2025-07;2025-08;2025-09;2025-10;2025-11
Czech Republic,84,3.5,2024-01;2024-03;2024-04;2024-11;2025-02
Czech Republic,93,8.9,2020-02;2020-06;2020-09;2020-11;2021-01;2021-04;2021-07;2021-08;2021-12;2022-05;2022-06;2022-10;2023-04;2023-05;2023-07;2024-02;2024-04;2024-05;2024-09;2024-11;2024-12;2025-01;2025-02;2025-03;2025-05;2025-06;2025-09;2025-10;2026-01
Denmark,9,5.7,2020-05;2021-01;2021-06;2021-08;2021-09;2021-10;2022-07;2022-10;2022-12;2023-04;2023-05;2023-08;2023-10;2024-06;2024-07;2024-09;2024-12;2025-01;2025-02;2025-03;2025-04;2025-06;2025-07;2025-08;2025-10;2026-01;2026-02;2026-03
Denmark,11,3.2,2021-10;2022-03;2024-03;2024-09
Denmark,17,6.3,2020-01;2020-02;2020-03;2020-04;2021-06;2022-08;2022-09;2022-11;2023-09;2023-11;2024-01;2024-02;2024-03;2024-06;2024-09;2025-03;2025-10;2025-11;2025-12;2026-01;2026-02
Denmark,27,8.5,2020-01;2020-05;2020-08;2020-10;2020-12;2021-02;2021-06;2021-07;2022-03;2022-05;2022-09;2022-10;2022-11;2022-12;2023-03;2023-04;2023-05;2023-07;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-05;2024-06;2025-03;2025-06;2025-07;2025-08;2025-09;2025-12
Denmark,31,9.4,2020-01;2020-04;2020-09;2020-10;2020-12;2021-02;2021-03;2021-05;2021-06;2021-08;2022-03;2022-06;2022-10;2022-12;2023-04;2023-05;2023-06;2023-09;2023-11;2024-01;2024-03;2024-06;2024-07;2024-12;2025-02;2025-03;2025-04;2025-08;2025-10;2026-02
Denmark,39,4.7,2020-03;2020-07;2020-11;2022-02;2022-12;2023-01;2023-08;2023-09;2023-10;2024-03;2024-05;2024-06;2024-11;2025-04
Denmark,44,5.4,2020-03;2020-04;2021-07;2021-08;2021-09;2022-06;2022-08;2023-10;2023-11;2024-01;2024-04;2024-07;2024-12;2025-02;2025-03;2025-05;2025-06;2025-08;2025-09;2025-10;2025-11
Denmark,72,8.9,2020-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2022-05;2022-08;2022-11;2023-01;2023-06;2023-07;2023-08;2024-03;2024-04;2024-05;2024-08;2024-09;2024-10;2024-11;2024-12;2025-02;2025-04;2025-05;2025-06;2025-07;2025-09;2025-11;2026-01;2026-03
Denmark,76,7.5,2020-01;2020-02;2020-08;2020-09;2020-10;2021-07;2022-02;2022-03;2023-06;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2026-01;2026-02;2026-03
Denmark,84,3.7,2020-12;2021-02;2023-09;2025-02;2025-05;2025-06;2025-09;2026-02
Denmark,93,10.0,2020-03;2020-06;2020-09;2021-05;2021-10;2022-12;2024-06;2024-08;2024-10;2025-01;2025-04;2025-07;2025-11;2026-02
Dominican Republic,9,8.8,2020-05;2021-09;2021-12;2022-11;2023-01;2023-03;2023-04;2024-02;2024-08;2025-01;2025-02;2025-03;2025-04;2025-05;2025-07
Dominican Republic,39,8.0,2020-01;2020-02;2020-03;2020-04;2020-06;2020-07;2020-10;2021-05;2022-02;2022-11;2022-12;2023-01;2023-03;2023-04;2023-05;2023-06;2023-07;2023-09;2023-11;2024-02;2024-08;2024-10;2025-02;2025-04;2025-12;2026-03
Dominican Republic,72,8.7,2020-02;2020-03;2020-07;2021-01;2021-04;2021-06;2021-08;2021-09;2021-10;2021-11;2021-12;2022-02;2022-05;2022-07;2023-03;2024-02;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-11;2024-12;2025-01;2026-03
Dominican Republic,76,5.2,2020-11;2020-12;2021-01;2021-09;2022-02;2022-07;2022-10;2022-11;2023-03;2023-04;2024-12;2025-04;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2026-01;2026-02;2026-03
Dominican Republic,84,9.1,2020-01;2020-05;2020-07;2020-09;2020-11;2020-12;2021-02;2021-04;2021-05;2021-06;2021-10;2022-01;2022-03;2022-07;2022-08;2022-09;2022-10;2022-12;2023-01;2023-02;2023-04;2023-11;2024-03;2024-07;2024-09;2025-01;2025-02;2025-05;2025-06;2025-08;2025-10;2025-11;2026-02;2026-03
Ecuador,9,8.3,2020-09;2020-10;2020-11;2020-12;2021-01;2021-03;2021-05;2021-06;2022-02;2022-03;2022-05;2022-08;2022-10;2023-07;2023-08;2023-09;2024-03;2024-04;2024-11;2024-12;2025-02;2025-04;2025-05;2025-06;2025-09;2025-10;2026-01;2026-03
Ecuador,11,8.1,2020-03;2020-05;2020-10;2020-11;2021-01;2021-02;2021-04;2021-05;2021-06;2021-07;2021-09;2021-12;2022-03;2022-06;2022-11;2023-04;2023-07;2023-08;2023-10;2023-12;2024-01;2024-08;2024-11;2025-01;2025-02;2025-05;2025-12;2026-02
Ecuador,17,9.8,2021-11;2022-02;2022-05;2022-10;2023-01;2023-02;2023-03;2023-04;2023-06;2023-09;2023-12;2024-11;2024-12;2025-01;2025-03;2025-05;2025-07;2025-10;2026-02;2026-03
Ecuador,26,6.6,2024-06;2024-07;2025-02;2025-05;2025-08;2025-09;2025-11;2026-01;2026-02
Ecuador,27,10.0,2020-06;2021-08;2022-12;2023-08;2023-10;2024-06;2024-07;2025-02;2025-08;2026-01
Ecuador,39,10.0,2020-02;2020-03;2020-04;2020-09;2021-10;2022-03;2022-04;2022-05;2022-06;2022-08;2023-07;2023-09;2024-01;2024-03;2024-08;2024-11;2025-05;2025-09;2025-12;2026-03
Ecuador,44,8.6,2020-04;2021-03;2021-06;2021-08;2021-10;2021-11;2022-01;2022-02;2022-08;2022-09;2022-12;2023-01;2023-04;2023-07;2023-08;2023-09;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-10;2025-03;2025-05;2025-06;2025-10;2025-11;2026-01;2026-03
Ecuador,76,5.6,2020-05;2020-10;2020-11;2021-01;2021-06;2021-07;2022-01;2022-02;2022-03;2022-09;2023-03;2023-10;2023-12;2024-02;2024-04;2025-07;2025-08;2025-09;2025-11;2026-01;2026-02
Ecuador,84,9.2,2020-01;2020-04;2020-06;2020-07;2021-03;2021-08;2021-10;2021-11;2022-02;2022-03;2022-04;2022-06;2022-09;2023-01;2023-06;2023-08;2024-03;2024-04;2024-07;2024-10;2024-12;2025-02;2025-06;2025-07;2025-09;2025-10;2025-11;2026-01;2026-02
Egypt,9,7.7,2020-01;2020-02;2020-03;2020-05;2020-09;2020-12;2021-05;2021-06;2021-08;2021-11;2022-04;2022-06;2022-11;2023-05;2023-07;2023-08;2023-09;2023-11;2024-01;2024-02;2024-06;2024-10;2024-12;2025-04;2025-07;2026-01;2026-02;2026-03
Egypt,17,9.7,2020-08;2021-05;2022-12;2023-04;2024-02;2024-11;2025-04;2025-05;2026-03
Egypt,26,9.1,2020-03;2020-07;2020-08;2020-09;2020-10;2021-01;2021-02;2021-03;2021-04;2021-05;2021-07;2021-12;2022-04;2022-06;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-05;2023-08;2024-03
Egypt,27,7.7,2020-09;2020-11;2020-12;2021-04;2021-06;2022-10;2023-03;2023-04;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-05;2024-06;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-05
Egypt,31,9.5,2020-01;2020-06;2020-07;2020-10;2020-12;2021-02;2021-05;2021-08;2023-01;2023-02;2023-03;2024-01;2024-02;2024-03;2024-05;2024-10;2025-03;2025-09
Egypt,39,8.8,2020-01;2020-04;2020-07;2020-08;2020-09;2020-11;2020-12;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-05;2023-09;2024-02;2024-03;2024-04;2024-10;2024-12;2025-03;2025-06;2025-07;2025-09;2025-12;2026-01
Egypt,44,9.9,2020-02;2020-03;2020-05;2020-09;2021-06;2022-08;2022-09;2024-06;2025-01;2025-07;2025-11
Egypt,72,9.5,2021-04;2021-10;2022-06;2022-08;2023-02;2024-03;2024-05;2024-09;2024-10;2024-12;2025-01;2025-03;2025-04;2025-07
Egypt,76,9.4,2020-03;2020-06;2021-01;2021-02;2022-03;2022-07;2022-08;2022-10;2023-02;2023-03;2023-07;2024-11;2025-07;2025-08;2025-10;2026-02;2026-03
